part_family,operation_id,machine,time_per_unit
PF02,OP020,M04,9.102156005313919
PF02,OP020,M05,9.03887360058682
PF02,OP020,M06,8.976031164450205
PF02,OP020,M07,8.913625638038638
PF02,OP020,M08,8.851653983753334
PF02,OP020,M09,8.790113185114297
PF02,OP020,M10,8.729000246613497
PF02,OP020,M11,8.668312193569069
PF02,OP020,M12,8.608046071980507
PF02,OP020,M13,8.548198948384892
PF02,OP020,M14,8.488767909714092
PF02,OP020,M15,8.429750063152976
PF02,OP020,M16,8.371142535998604
PF02,OP020,M17,8.312942475520401
PF02,OP020,M18,8.255147048821291
PF02,OP020,M19,8.197753442699813
PF02,OP020,M20,8.140758863513184
PF02,OP020,M21,8.084160537041322
PF02,OP020,M22,8.027955708351808
PF02,OP020,M23,7.972141641665786
PF02,OP020,M24,7.916715620224807
PF02,OP020,M25,7.861674946158581
PF02,OP020,M26,7.8070169403536624
PF02,OP020,M27,7.752738942323047
PF02,OP020,M28,7.698838310076663
PF02,OP020,M29,7.64531241999278
PF02,OP020,M30,7.592158666690303
PF02,OP020,M31,7.539374462901951
PF02,OP020,M32,7.486957239348325
PF02,OP020,M33,7.434904444612842
PF02,OP020,M34,7.383213545017557
PF02,OP020,M35,7.331882024499821
PF02,OP020,M36,7.280907384489818
PF02,OP020,M37,7.230287143788953
PF02,OP020,M38,7.180018838449066
PF02,OP020,M39,7.13010002165251
PF02,OP020,M40,7.080528263593045
PF02,OP020,M41,7.031301151357573
PF02,OP020,M42,6.982416288808681
PF02,OP020,M43,6.933871296468016
PF02,OP020,M44,6.8856638114004625
PF03,OP010,M45,10.456508184554549
PF03,OP010,M46,10.29270203336331
PF03,OP010,M47,10.131461983082099
PF03,OP010,M48,9.972747834525277
PF03,OP010,M49,9.81652001824648
PF03,OP010,M50,9.662739584673455
PF03,OP010,M51,9.511368194397438
PF03,OP010,M52,9.362368108614655
PF03,OP010,M53,9.21570217971756
PF03,OP010,M54,9.07133384203347
PF03,OP010,M55,8.92922710270827
PF03,OP010,M56,8.789346532732946
PF03,OP010,M57,8.651657258110687
PF03,OP010,M58,8.51612495116235
PF03,OP010,M59,8.382715821968139
PF03,OP010,M60,8.251396609943347
PF03,OP010,M61,8.122134575546074
PF03,OP010,M62,7.994897492114847
PF03,OP010,M63,7.869653637834098
PF03,OP010,M64,7.74637178782552
PF03,OP020,M45,21.415394578960136
PF03,OP020,M46,21.07991228407676
PF03,OP020,M47,20.749685478171898
PF03,OP020,M48,20.424631831522568
PF03,OP020,M49,20.10467030413987
PF03,OP020,M50,19.789721125564707
PF03,OP020,M51,19.479705774979987
PF03,OP020,M52,19.17454696163439
PF03,OP020,M53,18.874168605572805
PF03,OP020,M54,18.57849581866865
PF03,OP020,M55,18.287454885953284
PF03,OP020,M56,18.00097324723796
PF03,OP020,M57,17.718979479023634
PF03,OP020,M58,17.441403276694192
PF03,OP020,M59,17.168175436988616
PF03,OP020,M60,16.899227840747734
PF03,OP020,M61,16.634493435931255
PF03,OP020,M62,16.373906220900842
PF03,OP020,M63,16.11740122796507
PF03,OP020,M64,15.864914507182155
PF03,OP030,M45,5.809171213641416
PF03,OP030,M46,5.71816779631295
PF03,OP030,M47,5.628589990601166
PF03,OP030,M48,5.540415463625155
PF03,OP030,M49,5.453622232359155
PF03,OP030,M50,5.368188658151919
PF03,OP030,M51,5.284093441331909
PF03,OP030,M52,5.20131561589703
PF03,OP030,M53,5.119834544287534
PF03,OP030,M54,5.039629912240817
PF03,OP030,M55,4.960681723726816
PF03,OP030,M56,4.882970295962748
PF03,OP030,M57,4.806476254505936
PF03,OP030,M58,4.731180528423527
PF03,OP030,M59,4.657064345537854
PF03,OP030,M60,4.584109227746303
PF03,OP030,M61,4.512296986414485
PF03,OP030,M62,4.441609717841581
PF03,OP030,M63,4.372029798796721
PF03,OP030,M64,4.303539882125289
PF03,OP040,M45,11.618342427282832
PF03,OP040,M46,11.4363355926259
PF03,OP040,M47,11.257179981202333
PF03,OP040,M48,11.08083092725031
PF03,OP040,M49,10.90724446471831
PF03,OP040,M50,10.736377316303837
PF03,OP040,M51,10.568186882663818
PF03,OP040,M52,10.40263123179406
PF03,OP040,M53,10.239669088575068
PF03,OP040,M54,10.079259824481634
PF03,OP040,M55,9.921363447453633
PF03,OP040,M56,9.765940591925496
PF03,OP040,M57,9.612952509011873
PF03,OP040,M58,9.462361056847055
PF03,OP040,M59,9.314128691075709
PF03,OP040,M60,9.168218455492607
PF03,OP040,M61,9.02459397282897
PF03,OP040,M62,8.883219435683163
PF03,OP040,M63,8.744059597593441
PF03,OP040,M64,8.607079764250578
PF04,OP010,M45,2.323668485456566
PF04,OP010,M46,2.28726711852518
PF04,OP010,M47,2.2514359962404664
PF04,OP010,M48,2.216166185450062
PF04,OP010,M49,2.181448892943662
PF04,OP010,M50,2.1472754632607676
PF04,OP010,M51,2.113637376532764
PF04,OP010,M52,2.0805262463588123
PF04,OP010,M53,2.0479338177150135
PF04,OP010,M54,2.015851964896327
PF04,OP010,M55,1.9842726894907263
PF04,OP010,M56,1.9531881183850992
PF04,OP010,M57,1.9225905018023746
PF04,OP010,M58,1.892472211369411
PF04,OP010,M59,1.8628257382151419
PF04,OP010,M60,1.8336436910985214
PF04,OP010,M61,1.8049187945657943
PF04,OP010,M62,1.7766438871366326
PF04,OP010,M63,1.7488119195186884
PF04,OP010,M64,1.7214159528501156
PF05,OP010,M01,3.48550272818485
PF05,OP010,M02,3.461269898710862
PF05,OP010,M03,3.4372055470921823
PF05,OP010,M04,3.4133085019927205
PF05,OP010,M05,3.3895776002200577
PF05,OP010,M06,3.3660116866688274
PF05,OP010,M07,3.3426096142644903
PF05,OP010,M08,3.3193702439075006
PF05,OP010,M09,3.2962924444178614
PF05,OP010,M10,3.273375092480062
PF05,OP010,M11,3.250617072588401
PF05,OP010,M12,3.228017276992691
PF05,OP010,M13,3.205574605644335
PF05,OP010,M14,3.1832879661427844
PF05,OP010,M15,3.1611562736823666
PF05,OP010,M16,3.1391784509994776
PF05,OP010,M17,3.1173534283201514
PF05,OP010,M18,3.095680143307985
PF05,OP010,M19,3.07415754101243
PF05,OP010,M20,3.0527845738174446
PF05,OP010,M21,3.031560201390496
PF05,OP010,M22,3.010483390631928
PF05,OP010,M23,2.98955311562467
PF05,OP010,M24,2.968768357584303
PF05,OP010,M25,2.948128104809468
PF05,OP010,M26,2.927631352632624
PF05,OP010,M27,2.9072771033711433
PF05,OP010,M28,2.887064366278749
PF05,OP010,M29,2.8669921574972927
PF05,OP010,M30,2.847059500008864
PF05,OP010,M31,2.827265423588232
PF05,OP010,M32,2.807608964755622
PF05,OP010,M33,2.788089166729816
PF05,OP010,M34,2.768705079381584
PF05,OP010,M35,2.749455759187433
PF05,OP010,M36,2.730340269183682
PF05,OP010,M37,2.7113576789208578
PF05,OP010,M38,2.6925070644184
PF05,OP010,M39,2.6737875081196916
PF05,OP010,M40,2.6551980988473924
PF05,OP010,M41,2.63673793175909
PF05,OP010,M42,2.6184061083032555
PF05,OP010,M43,2.6002017361755065
PF05,OP010,M44,2.582123929275174
PF05,OP020,M01,25.56035334002223
PF05,OP020,M02,25.38264592387965
PF05,OP020,M03,25.206174012009335
PF05,OP020,M04,25.030929014613278
PF05,OP020,M05,24.856902401613752
PF05,OP020,M06,24.684085702238065
PF05,OP020,M07,24.51247050460626
PF05,OP020,M08,24.34204845532167
PF05,OP020,M09,24.172811259064314
PF05,OP020,M10,24.00475067818712
PF05,OP020,M11,23.83785853231494
PF05,OP020,M12,23.672126697946396
PF05,OP020,M13,23.507547108058453
PF05,OP020,M14,23.34411175171375
PF05,OP020,M15,23.181812673670684
PF05,OP020,M16,23.020641973996163
PF05,OP020,M17,22.860591807681107
PF05,OP020,M18,22.70165438425855
PF05,OP020,M19,22.543821967424485
PF05,OP020,M20,22.387086874661257
PF05,OP020,M21,22.231441476863633
PF05,OP020,M22,22.07687819796747
PF05,OP020,M23,21.92338951458091
PF05,OP020,M24,21.770967955618218
PF05,OP020,M25,21.619606101936096
PF05,OP020,M26,21.46929658597257
PF05,OP020,M27,21.32003209138838
PF05,OP020,M28,21.171805352710823
PF05,OP020,M29,21.024609154980144
PF05,OP020,M30,20.878436333398334
PF05,OP020,M31,20.733279772980367
PF05,OP020,M32,20.58913240820789
PF05,OP020,M33,20.445987222685314
PF05,OP020,M34,20.30383724879828
PF05,OP020,M35,20.162675567374507
PF05,OP020,M36,20.022495307347
PF05,OP020,M37,19.88328964541962
PF05,OP020,M38,19.74505180573493
PF05,OP020,M39,19.6077750595444
PF05,OP020,M40,19.471452724880873
PF05,OP020,M41,19.336078166233325
PF05,OP020,M42,19.20164479422387
PF05,OP020,M43,19.068146065287046
PF05,OP020,M44,18.93557548135127
PF05,OP030,M01,10.456508184554549
PF05,OP030,M02,10.383809696132584
PF05,OP030,M03,10.311616641276546
PF05,OP030,M04,10.23992550597816
PF05,OP030,M05,10.168732800660171
PF05,OP030,M06,10.098035060006481
PF05,OP030,M07,10.02782884279347
PF05,OP030,M08,9.9581107317225
PF05,OP030,M09,9.888877333253584
PF05,OP030,M10,9.820125277440185
PF05,OP030,M11,9.751851217765202
PF05,OP030,M12,9.68405183097807
PF05,OP030,M13,9.616723816933003
PF05,OP030,M14,9.549863898428352
PF05,OP030,M15,9.483468821047099
PF05,OP030,M16,9.417535352998431
PF05,OP030,M17,9.352060284960453
PF05,OP030,M18,9.287040429923952
PF05,OP030,M19,9.222472623037289
PF05,OP030,M20,9.158353721452333
PF05,OP030,M21,9.094680604171486
PF05,OP030,M22,9.031450171895782
PF05,OP030,M23,8.96865934687401
PF05,OP030,M24,8.906305072752907
PF05,OP030,M25,8.844384314428403
PF05,OP030,M26,8.78289405789787
PF05,OP030,M27,8.721831310113428
PF05,OP030,M28,8.661193098836247
PF05,OP030,M29,8.600976472491878
PF05,OP030,M30,8.541178500026591
PF05,OP030,M31,8.481796270764695
PF05,OP030,M32,8.422826894266866
PF05,OP030,M33,8.364267500189447
PF05,OP030,M34,8.306115238144752
PF05,OP030,M35,8.248367277562298
PF05,OP030,M36,8.191020807551045
PF05,OP030,M37,8.134073036762572
PF05,OP030,M38,8.0775211932552
PF05,OP030,M39,8.021362524359073
PF05,OP030,M40,7.965594296542176
PF05,OP030,M41,7.910213795277269
PF05,OP030,M42,7.855218324909766
PF05,OP030,M43,7.800605208526519
PF05,OP030,M44,7.74637178782552
PF06,OP010,M45,2.323668485456566
PF06,OP010,M46,2.28726711852518
PF06,OP010,M47,2.2514359962404664
PF06,OP010,M48,2.216166185450062
PF06,OP010,M49,2.181448892943662
PF06,OP010,M50,2.1472754632607676
PF06,OP010,M51,2.113637376532764
PF06,OP010,M52,2.0805262463588123
PF06,OP010,M53,2.0479338177150135
PF06,OP010,M54,2.015851964896327
PF06,OP010,M55,1.9842726894907263
PF06,OP010,M56,1.9531881183850992
PF06,OP010,M57,1.9225905018023746
PF06,OP010,M58,1.892472211369411
PF06,OP010,M59,1.8628257382151419
PF06,OP010,M60,1.8336436910985214
PF06,OP010,M61,1.8049187945657943
PF06,OP010,M62,1.7766438871366326
PF06,OP010,M63,1.7488119195186884
PF06,OP010,M64,1.7214159528501156
PF06,OP020,M45,2.323668485456566
PF06,OP020,M46,2.28726711852518
PF06,OP020,M47,2.2514359962404664
PF06,OP020,M48,2.216166185450062
PF06,OP020,M49,2.181448892943662
PF06,OP020,M50,2.1472754632607676
PF06,OP020,M51,2.113637376532764
PF06,OP020,M52,2.0805262463588123
PF06,OP020,M53,2.0479338177150135
PF06,OP020,M54,2.015851964896327
PF06,OP020,M55,1.9842726894907263
PF06,OP020,M56,1.9531881183850992
PF06,OP020,M57,1.9225905018023746
PF06,OP020,M58,1.892472211369411
PF06,OP020,M59,1.8628257382151419
PF06,OP020,M60,1.8336436910985214
PF06,OP020,M61,1.8049187945657943
PF06,OP020,M62,1.7766438871366326
PF06,OP020,M63,1.7488119195186884
PF06,OP020,M64,1.7214159528501156
PF06,OP030,M45,4.066419849548991
PF06,OP030,M46,4.002717457419065
PF06,OP030,M47,3.9400129934208166
PF06,OP030,M48,3.878290824537608
PF06,OP030,M49,3.817535562651409
PF06,OP030,M50,3.7577320607063434
PF06,OP030,M51,3.6988654089323365
PF06,OP030,M52,3.6409209311279214
PF06,OP030,M53,3.583884181001274
PF06,OP030,M54,3.527740938568572
PF06,OP030,M55,3.472477206608771
PF06,OP030,M56,3.418079207173924
PF06,OP030,M57,3.3645333781541558
PF06,OP030,M58,3.3118263698964694
PF06,OP030,M59,3.2599450418764984
PF06,OP030,M60,3.2088764594224126
PF06,OP030,M61,3.15860789049014
PF06,OP030,M62,3.109126802489107
PF06,OP030,M63,3.0604208591577047
PF06,OP030,M64,3.0124779174877023
PF06,OP040,M45,5.2282540922772744
PF06,OP040,M46,5.146351016681655
PF06,OP040,M47,5.0657309915410496
PF06,OP040,M48,4.986373917262639
PF06,OP040,M49,4.90826000912324
PF06,OP040,M50,4.831369792336727
PF06,OP040,M51,4.755684097198719
PF06,OP040,M52,4.6811840543073275
PF06,OP040,M53,4.60785108985878
PF06,OP040,M54,4.535666921016735
PF06,OP040,M55,4.464613551354135
PF06,OP040,M56,4.394673266366473
PF06,OP040,M57,4.325828629055343
PF06,OP040,M58,4.258062475581175
PF06,OP040,M59,4.1913579109840695
PF06,OP040,M60,4.125698304971674
PF06,OP040,M61,4.061067287773037
PF06,OP040,M62,3.9974487460574233
PF06,OP040,M63,3.934826818917049
PF06,OP040,M64,3.87318589391276
PF06,OP050,M45,2.323668485456566
PF06,OP050,M46,2.28726711852518
PF06,OP050,M47,2.2514359962404664
PF06,OP050,M48,2.216166185450062
PF06,OP050,M49,2.181448892943662
PF06,OP050,M50,2.1472754632607676
PF06,OP050,M51,2.113637376532764
PF06,OP050,M52,2.0805262463588123
PF06,OP050,M53,2.0479338177150135
PF06,OP050,M54,2.015851964896327
PF06,OP050,M55,1.9842726894907263
PF06,OP050,M56,1.9531881183850992
PF06,OP050,M57,1.9225905018023746
PF06,OP050,M58,1.892472211369411
PF06,OP050,M59,1.8628257382151419
PF06,OP050,M60,1.8336436910985214
PF06,OP050,M61,1.8049187945657943
PF06,OP050,M62,1.7766438871366326
PF06,OP050,M63,1.7488119195186884
PF06,OP050,M64,1.7214159528501156
PF06,OP060,M65,4.647336970913132
PF06,OP060,M66,3.4428319057002312
PF06,OP070,M65,5.2282540922772744
PF06,OP070,M66,3.87318589391276
PF06,OP080,M45,4.647336970913132
PF06,OP080,M46,4.57453423705036
PF06,OP080,M47,4.502871992480933
PF06,OP080,M48,4.432332370900124
PF06,OP080,M49,4.362897785887324
PF06,OP080,M50,4.294550926521535
PF06,OP080,M51,4.227274753065528
PF06,OP080,M52,4.161052492717625
PF06,OP080,M53,4.095867635430027
PF06,OP080,M54,4.031703929792654
PF06,OP080,M55,3.9685453789814527
PF06,OP080,M56,3.9063762367701984
PF06,OP080,M57,3.845181003604749
PF06,OP080,M58,3.784944422738822
PF06,OP080,M59,3.7256514764302837
PF06,OP080,M60,3.667287382197043
PF06,OP080,M61,3.6098375891315886
PF06,OP080,M62,3.553287774273265
PF06,OP080,M63,3.497623839037377
PF06,OP080,M64,3.4428319057002312
PF06,OP090,M45,9.875591063190406
PF06,OP090,M46,9.720885253732016
PF06,OP090,M47,9.568602984021982
PF06,OP090,M48,9.418706288162763
PF06,OP090,M49,9.271157795010565
PF06,OP090,M50,9.125920718858263
PF06,OP090,M51,8.982958850264247
PF06,OP090,M52,8.842236547024951
PF06,OP090,M53,8.703718725288807
PF06,OP090,M54,8.56737085080939
PF06,OP090,M55,8.433158930335587
PF06,OP090,M56,8.301049503136671
PF06,OP090,M57,8.171009632660093
PF06,OP090,M58,8.043006898319996
PF06,OP090,M59,7.917009387414352
PF06,OP090,M60,7.792985687168716
PF06,OP090,M61,7.6709048769046255
PF06,OP090,M62,7.550736520330688
PF06,OP090,M63,7.432450657954426
PF06,OP090,M64,7.316017799612991
PF06,OP100,M45,8.132839699097982
PF06,OP100,M46,8.00543491483813
PF06,OP100,M47,7.880025986841633
PF06,OP100,M48,7.756581649075216
PF06,OP100,M49,7.635071125302818
PF06,OP100,M50,7.515464121412687
PF06,OP100,M51,7.397730817864673
PF06,OP100,M52,7.281841862255843
PF06,OP100,M53,7.167768362002548
PF06,OP100,M54,7.055481877137144
PF06,OP100,M55,6.944954413217542
PF06,OP100,M56,6.836158414347848
PF06,OP100,M57,6.7290667563083115
PF06,OP100,M58,6.623652739792939
PF06,OP100,M59,6.519890083752997
PF06,OP100,M60,6.417752918844825
PF06,OP100,M61,6.31721578098028
PF06,OP100,M62,6.218253604978214
PF06,OP100,M63,6.120841718315409
PF06,OP100,M64,6.024955834975405
PF07,OP010,M45,5.809171213641416
PF07,OP010,M46,5.71816779631295
PF07,OP010,M47,5.628589990601166
PF07,OP010,M48,5.540415463625155
PF07,OP010,M49,5.453622232359155
PF07,OP010,M50,5.368188658151919
PF07,OP010,M51,5.284093441331909
PF07,OP010,M52,5.20131561589703
PF07,OP010,M53,5.119834544287534
PF07,OP010,M54,5.039629912240817
PF07,OP010,M55,4.960681723726816
PF07,OP010,M56,4.882970295962748
PF07,OP010,M57,4.806476254505936
PF07,OP010,M58,4.731180528423527
PF07,OP010,M59,4.657064345537854
PF07,OP010,M60,4.584109227746303
PF07,OP010,M61,4.512296986414485
PF07,OP010,M62,4.441609717841581
PF07,OP010,M63,4.372029798796721
PF07,OP010,M64,4.303539882125289
PF07,OP020,M45,9.39111077620292
PF07,OP020,M46,9.243994579810263
PF07,OP020,M47,9.099183028284099
PF07,OP020,M48,8.956640018271495
PF07,OP020,M49,8.81633001199563
PF07,OP020,M50,8.67821802839579
PF07,OP020,M51,8.54226963440613
PF07,OP020,M52,8.40845093637109
PF07,OP020,M53,8.276728571595262
PF07,OP020,M54,8.147069700025668
PF07,OP020,M55,8.0194419960643
PF07,OP020,M56,7.893813640508949
PF07,OP020,M57,7.770153312620269
PF07,OP020,M58,7.648430182313134
PF07,OP020,M59,7.528613902470287
PF07,OP020,M60,7.410674601376435
PF07,OP020,M61,7.294582875270848
PF07,OP020,M62,7.180309781016628
PF07,OP020,M63,7.067826828884818
PF07,OP020,M64,6.9571059754515545
PF08,OP010,M45,13.361093791375255
PF08,OP010,M46,13.151785931519784
PF08,OP010,M47,12.945756978382683
PF08,OP010,M48,12.742955566337855
PF08,OP010,M49,12.543331134426058
PF08,OP010,M50,12.346833913749414
PF08,OP010,M51,12.153414915063392
PF08,OP010,M52,11.96302591656317
PF08,OP010,M53,11.775619451861328
PF08,OP010,M54,11.59114879815388
PF08,OP010,M55,11.409567964571677
PF08,OP010,M56,11.23083168071432
PF08,OP010,M57,11.054895385363654
PF08,OP010,M58,10.881715215374113
PF08,OP010,M59,10.711247994737066
PF08,OP010,M60,10.543451223816499
PF08,OP010,M61,10.378283068753317
PF08,OP010,M62,10.215702351035638
PF08,OP010,M63,10.055668537232458
PF08,OP010,M64,9.898141728888165
PF08,OP020,M01,5.809171213641416
PF08,OP020,M02,5.768783164518102
PF08,OP020,M03,5.728675911820303
PF08,OP020,M04,5.6888475033212
PF08,OP020,M05,5.649296000366762
PF08,OP020,M06,5.610019477781378
PF08,OP020,M07,5.57101602377415
PF08,OP020,M08,5.532283739845834
PF08,OP020,M09,5.493820740696435
PF08,OP020,M10,5.455625154133436
PF08,OP020,M11,5.417695120980668
PF08,OP020,M12,5.380028794987817
PF08,OP020,M13,5.3426243427405575
PF08,OP020,M14,5.3054799435713065
PF08,OP020,M15,5.26859378947061
PF08,OP020,M16,5.231964084999128
PF08,OP020,M17,5.195589047200252
PF08,OP020,M18,5.159466905513307
PF08,OP020,M19,5.123595901687382
PF08,OP020,M20,5.08797428969574
PF08,OP020,M21,5.052600335650826
PF08,OP020,M22,5.0174723177198794
PF08,OP020,M23,4.982588526041116
PF08,OP020,M24,4.947947262640504
PF08,OP020,M25,4.913546841349112
PF08,OP020,M26,4.879385587721039
PF08,OP020,M27,4.845461838951905
PF08,OP020,M28,4.811773943797914
PF08,OP020,M29,4.7783202624954875
PF08,OP020,M30,4.745099166681439
PF08,OP020,M31,4.712109039313719
PF08,OP020,M32,4.679348274592702
PF08,OP020,M33,4.646815277883026
PF08,OP020,M34,4.614508465635973
PF08,OP020,M35,4.582426265312388
PF08,OP020,M36,4.550567115306136
PF08,OP020,M37,4.518929464868096
PF08,OP020,M38,4.487511774030666
PF08,OP020,M39,4.4563125135328185
PF08,OP020,M40,4.425330164745653
PF08,OP020,M41,4.394563219598482
PF08,OP020,M42,4.364010180505425
PF08,OP020,M43,4.333669560292511
PF08,OP020,M44,4.303539882125289
PF09,OP010,M01,55.76804365095759
PF09,OP010,M02,55.38031837937378
PF09,OP010,M03,54.99528875347491
PF09,OP010,M04,54.61293603188352
PF09,OP010,M05,54.233241603520916
PF09,OP010,M06,53.85618698670123
PF09,OP010,M07,53.48175382823184
PF09,OP010,M08,53.10992390252
PF09,OP010,M09,52.740679110685775
PF09,OP010,M10,52.374001479680985
PF09,OP010,M11,52.00987316141441
PF09,OP010,M12,51.64827643188305
PF09,OP010,M13,51.28919369030935
PF09,OP010,M14,50.932607458284544
PF09,OP010,M15,50.57850037891786
PF09,OP010,M16,50.226855215991634
PF09,OP010,M17,49.877654853122415
PF09,OP010,M18,49.53088229292775
PF09,OP010,M19,49.18652065619887
PF09,OP010,M20,48.84455318107911
PF09,OP010,M21,48.50496322224793
PF09,OP010,M22,48.16773425011084
PF09,OP010,M23,47.832849849994716
PF09,OP010,M24,47.50029372134884
PF09,OP010,M25,47.17004967695148
PF09,OP010,M26,46.842101642121975
PF09,OP010,M27,46.516433653938286
PF09,OP010,M28,46.19302986045998
PF09,OP010,M29,45.87187451995668
PF09,OP010,M30,45.552952000141815
PF09,OP010,M31,45.23624677741171
PF09,OP010,M32,44.92174343608995
PF09,OP010,M33,44.609426667677056
PF09,OP010,M34,44.29928127010534
PF09,OP010,M35,43.99129214699892
PF09,OP010,M36,43.685444306938905
PF09,OP010,M37,43.38172286273372
PF09,OP010,M38,43.0801130306944
PF09,OP010,M39,42.78060012991506
PF09,OP010,M40,42.48316958155827
PF09,OP010,M41,42.18780690814543
PF09,OP010,M42,41.89449773285208
PF09,OP010,M43,41.6032277788081
PF09,OP010,M44,41.313982868402775
PF09,OP020,M01,17.89224733801556
PF09,OP020,M02,17.767852146715757
PF09,OP020,M03,17.644321808406534
PF09,OP020,M04,17.521650310229294
PF09,OP020,M05,17.399831681129626
PF09,OP020,M06,17.278859991566645
PF09,OP020,M07,17.15872935322438
PF09,OP020,M08,17.03943391872517
PF09,OP020,M09,16.92096788134502
PF09,OP020,M10,16.803325474730983
PF09,OP020,M11,16.686500972620458
PF09,OP020,M12,16.570488688562477
PF09,OP020,M13,16.455282975640916
PF09,OP020,M14,16.340878226199624
PF09,OP020,M15,16.22726887156948
PF09,OP020,M16,16.114449381797314
PF09,OP020,M17,16.002414265376775
PF09,OP020,M18,15.891158068980985
PF09,OP020,M19,15.78067537719714
PF09,OP020,M20,15.67096081226288
PF09,OP020,M21,15.562009033804545
PF09,OP020,M22,15.453814738577229
PF09,OP020,M23,15.346372660206638
PF09,OP020,M24,15.239677568932754
PF09,OP020,M25,15.133724271355268
PF09,OP020,M26,15.028507610180801
PF09,OP020,M27,14.924022463971866
PF09,OP020,M28,14.820263746897577
PF09,OP020,M29,14.717226408486102
PF09,OP020,M30,14.614905433378834
PF09,OP020,M31,14.513295841086256
PF09,OP020,M32,14.412392685745525
PF09,OP020,M33,14.31219105587972
PF09,OP020,M34,14.212686074158798
PF09,OP020,M35,14.113872897162155
PF09,OP020,M36,14.0157467151429
PF09,OP020,M37,13.918302751793735
PF09,OP020,M38,13.821536264014453
PF09,OP020,M39,13.725442541681081
PF09,OP020,M40,13.630016907416612
PF09,OP020,M41,13.535254716363328
PF09,OP020,M42,13.44115135595671
PF09,OP020,M43,13.347702245700932
PF09,OP020,M44,13.254902836945892
PF09,OP030,M67,12.780176670011114
PF09,OP030,M68,9.467787740675636
PF10,OP010,M45,9.294673941826264
PF10,OP010,M46,9.14906847410072
PF10,OP010,M47,9.005743984961866
PF10,OP010,M48,8.864664741800247
PF10,OP010,M49,8.725795571774649
PF10,OP010,M50,8.58910185304307
PF10,OP010,M51,8.454549506131055
