scenario_id,status,mean_flow_min,median_flow_min,p95_flow_min,mean_wip,mean_queue,machine_utilization,worker_available_utilization,setup_worker_utilization,mean_setup_wait_min,throughput_jobs_per_day,wip_slope_jobs_per_day,demand_sha256,peak_processing_machines,algorithm,seed,replication,arrival_scale,batch_scale,lambda_jobs_day,world_sha256,code_sha256,arrival_rate_realized
a0.5_b1,COMPLETE,3531.8448502037254,2624.157831708928,7335.42970711513,15.445243493950848,1.5647139334917612,0.203031098781341,0.1860147283681836,0.09007746882393529,0.12594495253529203,6.333333333333333,,afafe889d7b5b18aa962e3432bcef00bcdaa67ba01cb971d853145abc1005a97,19,FIFO,20260911,1,0.5,1.0,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.5_b1,COMPLETE,3530.2855304682325,2598.567016565956,7391.19259230318,15.411490717349375,1.5953904650247739,0.20223204860755695,0.18405812446858053,0.10089526247737127,0.13507141410045165,6.333333333333333,,afafe889d7b5b18aa962e3432bcef00bcdaa67ba01cb971d853145abc1005a97,18,SPT,20260911,1,0.5,1.0,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.5_b1.25,COMPLETE,4203.135903677238,3655.4829718602205,7711.888359499535,17.269049659565262,1.8633307459398256,0.2251345145208017,0.23444532959607214,0.08609171500645038,0.166653160453804,5.0,,71a024eee5f7e4f60dfae3203f1b039df398a2394c4df4f8b3c75d3cae3e5518,20,FIFO,20260911,0,0.5,1.25,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,3.6666666666666665
a0.5_b1.25,COMPLETE,4204.354022809596,3623.0778488430487,7672.97298684433,17.194627973146897,1.7987687096428167,0.22524090860461804,0.23362208232929219,0.0912300954131214,3.313989372104288,5.0,,71a024eee5f7e4f60dfae3203f1b039df398a2394c4df4f8b3c75d3cae3e5518,20,SPT,20260911,0,0.5,1.25,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,3.6666666666666665
a0.5_b1.25,COMPLETE,4575.01492132469,3295.42822609059,10163.887450115013,18.189153256655132,1.9469946696958753,0.23757989816739292,0.21733614565784956,0.11468828126993703,0.1552775526743062,3.6666666666666665,,444f5daaa60a64f47bca873fb7b538a046226aaa5d0259057c79bc7e5f6351bb,22,FIFO,20260911,1,0.5,1.25,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.5_b1.25,COMPLETE,4621.913167909859,3278.808981429893,10313.841259293238,18.174358993251904,2.116036309123155,0.23498932650387253,0.21669622555463305,0.10818956485504291,0.1332712777607535,3.6666666666666665,,444f5daaa60a64f47bca873fb7b538a046226aaa5d0259057c79bc7e5f6351bb,21,SPT,20260911,1,0.5,1.25,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.5_b1.5,COMPLETE,5233.530723153729,4449.395398489961,9180.686352514478,19.3260827103815,2.142245946752497,0.2509364839347112,0.26700783352607577,0.07672007654727073,1.8581150863744174,4.0,,fa67fad296cc0b1892d121c0b80bb62093544594cc13b4a67010a75f888cb4d9,21,FIFO,20260911,0,0.5,1.5,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,3.6666666666666665
a0.5_b1.5,COMPLETE,5300.6377758030785,4449.442735370755,9356.140209752943,19.29704839345091,2.2375814428126715,0.249310198255037,0.2644265460258235,0.07659447365082163,0.15996758508912604,4.0,,fa67fad296cc0b1892d121c0b80bb62093544594cc13b4a67010a75f888cb4d9,21,SPT,20260911,0,0.5,1.5,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,3.6666666666666665
a0.5_b1.5,COMPLETE,5662.533839925628,3990.5260008833347,11815.769399756478,19.90888256273874,2.433682358298736,0.25494864622794455,0.23547711329141346,0.11784236754029208,1.9956987522866043,2.6666666666666665,,df2d7744ad1682998db2e535d2af2cdec90ee9454466872ab57a30bd81aebb20,25,FIFO,20260911,1,0.5,1.5,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.5_b1.5,COMPLETE,5633.553923741523,3937.07121674917,12135.225255942787,19.702059657385124,2.3498823604670522,0.2537174006989719,0.23337723479871136,0.10986349187295531,0.13000047668990244,2.6666666666666665,,df2d7744ad1682998db2e535d2af2cdec90ee9454466872ab57a30bd81aebb20,24,SPT,20260911,1,0.5,1.5,6.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b0.5,COMPLETE,1382.4873643787525,1239.8455916362714,2682.1257811073197,10.972257951123714,1.2089541622912976,0.14267492242702934,0.16205937426612452,0.07248317333587297,0.8266432206835687,9.666666666666666,,693707f9400de587f0bab804aee04788b5d86e895be1ea444869b9d2fef5a73f,16,FIFO,20260911,0,0.75,0.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b0.5,COMPLETE,1366.0328908690235,1161.0038413284715,2684.7267597768887,10.881837687361767,1.063194575344139,0.14353115447559844,0.16219926333001428,0.08451251860877514,0.6295363757087464,9.333333333333334,,693707f9400de587f0bab804aee04788b5d86e895be1ea444869b9d2fef5a73f,16,SPT,20260911,0,0.75,0.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b0.5,COMPLETE,1630.5943037959187,1260.9517756400082,3559.8358729815354,15.3972283231505,1.7534144166623187,0.1993045232180522,0.18942216554798896,0.12820010287199576,0.4516635148136225,11.0,,3718a655eded13837bbf757101cb9150bfe2afdf36f54ea42b43ecdb2c08b933,20,FIFO,20260911,1,0.75,0.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b0.5,COMPLETE,1639.3042205623867,1279.5221423712828,3585.3229931496394,15.338128311720185,1.73759815294476,0.19890074465360444,0.1877894060994338,0.1371319041487129,0.12274287348653018,11.0,,3718a655eded13837bbf757101cb9150bfe2afdf36f54ea42b43ecdb2c08b933,19,SPT,20260911,1,0.75,0.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b0.75,COMPLETE,2086.4405802825736,1782.504557482649,3987.955399977519,16.09845344525749,1.80832095677986,0.20899157687952657,0.24065688169471972,0.07350143686611668,0.4579648900170751,9.666666666666666,,7f8c0ef3d7b322afa194f1c92ffdf21279b1bcd72cabf85ab8f1862b2b57b75e,20,FIFO,20260911,0,0.75,0.75,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b0.75,COMPLETE,2092.238440639061,1849.3531991248883,3973.802170640232,16.126687112449204,1.824973965604931,0.2089120227756479,0.2405833212858446,0.08776075803223204,0.8396967024527271,9.333333333333334,,7f8c0ef3d7b322afa194f1c92ffdf21279b1bcd72cabf85ab8f1862b2b57b75e,19,SPT,20260911,0,0.75,0.75,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b0.75,COMPLETE,2478.6252200763056,1880.036022068186,5427.595529070766,20.85633728407569,2.4107489269173823,0.26931371439572316,0.2602453241008134,0.1301916519422289,1.1898924093230039,10.0,,81c1c997515542a7e8484e8e2574a585ed464a3e621d114c7594463bad72f33a,24,FIFO,20260911,1,0.75,0.75,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b0.75,COMPLETE,2493.810520714048,1967.6022604039917,5339.364375950813,20.848485033086348,2.5398221260565967,0.2674139358732536,0.2566649513661807,0.12745128017565008,0.35878444491602396,10.0,,81c1c997515542a7e8484e8e2574a585ed464a3e621d114c7594463bad72f33a,24,SPT,20260911,1,0.75,0.75,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1,COMPLETE,2906.1630079820593,2555.4852183312155,5631.375749794817,21.111272797260263,2.7230019953398816,0.26824899095828475,0.30731028072257227,0.1392979466069248,2.531462475720654,8.0,,9a5628d01ffcf49a8b9978e4171261abc4031169af4f76bde12fd5cd34216095,22,FIFO,20260911,0,0.75,1.0,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1,COMPLETE,2908.9965819308018,2468.53363308313,5716.72794395034,20.96096768321337,2.5791611985465805,0.26801691016741336,0.307756031097769,0.1344354007838194,0.6426581778664118,8.0,,9a5628d01ffcf49a8b9978e4171261abc4031169af4f76bde12fd5cd34216095,23,SPT,20260911,0,0.75,1.0,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1,COMPLETE,3570.1662478679264,2707.8858927876463,8715.81362435372,25.581095080829876,3.3077870997141443,0.324840913959271,0.31427749731198124,0.17364879541933312,2.5023887989805447,9.333333333333334,,3123d43fe194303325e292dcdd84d1b79ee28b890a040056c8c9b21983bf87c7,29,FIFO,20260911,1,0.75,1.0,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1,COMPLETE,3526.773016663735,2683.714576401835,8622.435092403397,25.601920248528554,3.5720113438614454,0.32090573952174395,0.31298120812115887,0.14847189293001517,0.1531852611385092,9.333333333333334,,3123d43fe194303325e292dcdd84d1b79ee28b890a040056c8c9b21983bf87c7,29,SPT,20260911,1,0.75,1.0,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1.25,COMPLETE,3859.1564889490332,3220.108631392706,8129.3858635096885,25.131211151917274,3.548190469184,0.3137473441289516,0.362889332150829,0.11162816439543861,0.25103111886005536,7.666666666666667,,d0e9b6f8f7fd0729d5b0d9fc26f2445556d9e656c5a944eacb9824f9de5b57d6,26,FIFO,20260911,0,0.75,1.25,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1.25,COMPLETE,3853.528953934976,3265.661784899428,8218.791384787553,24.993016096633266,3.5285274243016977,0.31238442948088757,0.35766303032062025,0.14094105666532228,0.910269647309633,7.0,,d0e9b6f8f7fd0729d5b0d9fc26f2445556d9e656c5a944eacb9824f9de5b57d6,27,SPT,20260911,0,0.75,1.25,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1.25,COMPLETE,4510.244948742417,3424.0636925827985,10570.622608373924,29.702807599267974,4.205948501962525,0.37192444077945835,0.3631423489321896,0.16893527228090907,2.5594742461154305,8.333333333333334,,044f6aaf3d3599a01fae83a83c33685519e9eaa018ebef4632cc81b486529a6b,33,FIFO,20260911,1,0.75,1.25,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1.25,COMPLETE,4493.166894415762,3475.8802629102393,10537.068484325022,29.414562752920382,4.2327060846187745,0.3671453073632068,0.36130848018484335,0.1645525356229448,0.8826007940216901,8.333333333333334,,044f6aaf3d3599a01fae83a83c33685519e9eaa018ebef4632cc81b486529a6b,32,SPT,20260911,1,0.75,1.25,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1.5,COMPLETE,4653.1471769883065,4084.3004878021356,9761.344224606182,28.286853199237676,4.520140490391063,0.34532219116382945,0.39325786915104366,0.14144462332529992,0.2399014135595078,5.0,,f51aa73645b28a0bf606e0c720bc79bb8ffed0afa303ae514ddd665117d1b9b8,30,FIFO,20260911,0,0.75,1.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1.5,COMPLETE,4636.5696279114745,3985.4904861618047,9579.625046697913,28.162524160686498,4.341332816999795,0.3458104784549242,0.39578627884236955,0.13513871566063898,0.9301864439020164,5.0,,f51aa73645b28a0bf606e0c720bc79bb8ffed0afa303ae514ddd665117d1b9b8,30,SPT,20260911,0,0.75,1.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,6.0
a0.75_b1.5,COMPLETE,5555.947205709845,4167.1713197859135,12154.251159986256,32.83130946100683,4.9287294108568265,0.40608315685482177,0.40564592870166216,0.16379264325640516,0.5843959224989353,6.333333333333333,,e148b3f95317c677c408e1fff5ce0a5a66c5fc843943cbfdcd677042c41e2a24,37,FIFO,20260911,1,0.75,1.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a0.75_b1.5,COMPLETE,5856.456740710873,4259.593185590778,12582.064085797412,32.82869189613985,5.965208145508538,0.39097926703434477,0.3929934048944365,0.165846978600674,0.8080708890878766,5.666666666666667,,e148b3f95317c677c408e1fff5ce0a5a66c5fc843943cbfdcd677042c41e2a24,34,SPT,20260911,1,0.75,1.5,9.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,9.666666666666666
a1_b0.5,COMPLETE,1832.1563508001423,1606.5324092183027,3369.8953266471176,15.921363208111652,1.7952582055071145,0.20611960169771665,0.21193200135682544,0.1380820717302079,2.0145237946060557,13.333333333333334,,d3e4c87d111a2ff797967dbf82f319a0236d2ade78c81e6f530143173462e869,20,FIFO,20260911,0,1.0,0.5,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b0.5,COMPLETE,1827.4910609630126,1614.4535027483134,3313.9991800642506,15.938175874772154,1.8208036338223212,0.20606802471968405,0.211404338683757,0.13302930102169336,1.3665769544459012,12.666666666666666,,d3e4c87d111a2ff797967dbf82f319a0236d2ade78c81e6f530143173462e869,19,SPT,20260911,0,1.0,0.5,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b0.5,COMPLETE,1576.0626401127695,1347.557054444148,2704.1377784942056,20.4856261204556,2.5820811462076496,0.26123660366945095,0.25737055712143553,0.1484860202219607,1.5760594307169211,16.666666666666668,,ab56f667d6640dcc4b981547bafe135fe0c64dbe6dca81473c8490a34e48193f,27,FIFO,20260911,1,1.0,0.5,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.333333333333334
a1_b0.5,COMPLETE,1587.4130581319018,1329.2764481175445,2741.3877002116005,20.545570178331907,2.638468994260875,0.26126567245140747,0.25625838928870015,0.16282540678262475,2.9663908790842406,16.333333333333332,,ab56f667d6640dcc4b981547bafe135fe0c64dbe6dca81473c8490a34e48193f,27,SPT,20260911,1,1.0,0.5,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.333333333333334
a1_b0.75,COMPLETE,2798.825658305361,2441.4954884818867,6124.543750029155,22.664044577120382,2.98739854593806,0.2866637678921713,0.30459108569801446,0.15197780113243703,0.9316201071573067,11.666666666666666,,4c0ec7b420c4ee79dffcf5d05db1221dbec7beccb833a07986d5b6a35994997a,25,FIFO,20260911,0,1.0,0.75,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b0.75,COMPLETE,2790.850268061575,2481.695124557567,6065.032411787461,22.707746148846827,2.9275695007558626,0.28822840125337357,0.30564522502943026,0.14922019094696673,1.675975009951683,11.666666666666666,,4c0ec7b420c4ee79dffcf5d05db1221dbec7beccb833a07986d5b6a35994997a,24,SPT,20260911,0,1.0,0.75,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b0.75,COMPLETE,2411.8777052478736,2036.7136408210908,4153.412853680142,29.37507247171621,4.119937435004042,0.36755917014827333,0.3657059105351644,0.16867226253684836,0.4498646287773681,14.0,,3f88018a6951f56573098c348908bd401c63221c2a26e4189120c034e704680b,31,FIFO,20260911,1,1.0,0.75,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.333333333333334
a1_b0.75,COMPLETE,2425.995993059113,2057.7563031900145,4212.311739801095,29.42075952791706,4.606300663106091,0.36086476113546323,0.3604798752859839,0.18539636956273614,0.9291837623577793,14.0,,3f88018a6951f56573098c348908bd401c63221c2a26e4189120c034e704680b,30,SPT,20260911,1,1.0,0.75,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.333333333333334
a1_b1,COMPLETE,3965.051260063536,3225.704506062688,9457.354489434443,29.072588625969487,4.592919483956196,0.35600761668136954,0.3826787396907224,0.14533743407167823,0.9525695808808862,10.666666666666666,,0b34b280ecd076acce8f6dca9c335d9d39c7091f1d096a90288914e31c1265cd,32,FIFO,20260911,0,1.0,1.0,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b1,COMPLETE,3955.8040552817356,3295.6890720365577,9404.917939520721,28.972373867583784,4.456282996701093,0.3569901119332393,0.38275146879466554,0.1585598019184393,0.4421910783461252,10.333333333333334,,0b34b280ecd076acce8f6dca9c335d9d39c7091f1d096a90288914e31c1265cd,30,SPT,20260911,0,1.0,1.0,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.0
a1_b1,COMPLETE,3415.1822296922223,2855.2108733798195,6766.373687985296,36.17179686418701,6.103453676402244,0.4366142244507505,0.4375802295139641,0.21589546227931292,4.037649775347147,11.0,,781ffc42f53d1cf7bb6c7d66b39b5bd1f931c27cd45e0b461aa2d4272d72e19e,37,FIFO,20260911,1,1.0,1.0,12.0,df78cdc094fecc3231d7bc26d2429f53de4ddf32d5d5364a5b0e1c492d3f31da,d11fe87f0d19dd047ac6ba0fdc74f1f4bbf379525f59864e2c3e83a2f6139503,12.333333333333334
